"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ANKHD1","ANKHD1",21.3835946713885,-0.109174871343547,0.309967106889928,-0.34866261642469,0.727342612843167,0.863128977253824
"DIAPH1","DIAPH1",1761.62332656664,0.285269516053971,0.0989855775008231,2.87565441992467,0.00403190873849676,0.0194329139857657
"NDFIP1","NDFIP1",2939.00500136439,0.383117094852383,0.0898723954555592,4.26092058540389,2.03586570506118e-05,0.000188837307784859
"UBE2D2","UBE2D2",1158.76463982766,0.282791397487162,0.114794035126201,2.46187267932941,0.0138213721521086,0.0535631913145933
"TTTY6","TTTY6",0,NA,NA,NA,NA,NA
"TTTY6B","TTTY6B",0,NA,NA,NA,NA,NA
"EXOC4","EXOC4",2322.17722117332,-0.0724138071127914,0.0810429906004061,-0.893247781259038,0.371724495369309,0.589126735326362
"ACAP3","ACAP3",1094.29484733894,-0.45079767797031,0.114158662668591,-3.97104900380656,7.15568572807282e-05,0.000577230329015481
"C1orf159","C1orf159",123.727582078127,-0.00118598756074509,0.178643371307911,-0.020688428062358,0.983494200114301,0.99148218817856
"ANO1","ANO1",1036.6593173345,0.125045746154102,0.370454456442692,-0.0877296849787574,0.930091525379398,0.965927993808485
"PPFIA1","PPFIA1",1188.98789303372,0.139215138546752,0.095478139261891,1.45906289542886,0.144547797493269,0.321352185140067
"TMEM204","TMEM204",390.90324614424,0.728358149999116,0.126914428422869,5.74794094847048,9.03367753307968e-09,1.52391191000336e-07
"KREMEN2","KREMEN2",1.44524101942039,-0.200013123465332,0.261948171759022,-0.909396932211678,0.363140640578826,NA
"THOC6","THOC6",191.835662075374,-0.119103532461152,0.148305921397227,-0.798403613127118,0.42463630722089,0.640899808489616
"TRAF7","TRAF7",2316.93643167835,0.100723735676143,0.0832997260618523,1.20645536937617,0.227641957801709,0.434751392661612
"BARX1","BARX1",0.630481727098308,0.104769108598241,0.173449238157119,0.405780222234326,0.684904091852805,NA
"NINJ1","NINJ1",480.864759279712,-0.604178832389966,0.116360801841005,-5.20873092980767,1.90136603699472e-07,2.59217318240728e-06
"CA6","CA6",0,NA,NA,NA,NA,NA
"NPHP4","NPHP4",213.308972333743,-0.0870975124773022,0.158055541963014,-0.552384636389108,0.580684854445212,0.76627107000464
"MAP1B","MAP1B",6554.54546939449,-0.457219775441379,0.0858664685290686,-5.32891305103935,9.88022798305659e-08,1.41484496052147e-06
"RHOXF2","RHOXF2",0,NA,NA,NA,NA,NA
"IL13RA1","IL13RA1",1718.25849789689,-0.0218098389097221,0.0877122873270586,-0.250939879505484,0.801860591250735,0.903107992391051
"WDR44","WDR44",544.664697661948,0.225988683414949,0.105059021846896,2.15098508858258,0.0314773766633032,0.102919959352155
"CKMT2","CKMT2",20.0803501853515,-0.913550099806557,0.322972835876635,-2.83056133912783,0.00464664004246038,0.0219411169768715
"ZCCHC9","ZCCHC9",599.779033447422,-0.400235628459694,0.105267857553479,-3.80857226618319,0.000139771498871342,0.00105178052900685
"KRT34","KRT34",0.30234788904787,-0.0243571828853382,0.152018411586462,-0.132795772665954,0.894354897673845,NA
"KRT33B","KRT33B",0.21290304451966,-0.054404744308832,0.151907570875714,-0.31594274398748,0.75204596732409,NA
"TNS4","TNS4",1.97144041214284,-0.0428312716985603,0.321570607467578,-0.319522064966673,0.749330662180514,NA
"TOP2A","TOP2A",268.574037505806,-0.287210866951388,0.15372113267223,-1.88935025467918,0.0588449118094297,0.165961462646804
"STARD3","STARD3",756.916364599728,-0.0110248223544096,0.099687633049284,-0.11055415332179,0.911969904886766,0.956987356243455
"RARA","RARA",692.519294407715,-0.277298582772202,0.119282371800851,-2.33819480290644,0.0193771449942713,0.0701057159573553
"PPP1R1B","PPP1R1B",95.6543807548192,-2.52329608326143,0.261396174343263,-9.35525353169198,8.33994565979113e-21,5.24698794358416e-19
"KHDRBS3","KHDRBS3",178.56103989118,0.290602105444244,0.167381441474019,1.76881433617026,0.0769248635158053,0.201824231726393
"CHD1L","CHD1L",684.614930217393,-0.274465053668126,0.118517410642602,-2.32245117882336,0.0202086543273204,0.0724143446728982
"PEX11B","PEX11B",535.759800825281,0.187393459019393,0.108487668593156,1.72696011239968,0.0841748273046248,0.215576872531414
"FMO5","FMO5",79.6040317158346,0.289506634046578,0.1981124865202,1.46730005149628,0.142294449724671,0.317956637223205
"PIAS3","PIAS3",707.509371829425,-0.0722095340624992,0.102748333964735,-0.699937401944305,0.483966398280857,0.691282389856575
"PRKAB2","PRKAB2",959.945170692423,0.0211303625833356,0.0934924897923156,0.227541884787191,0.820002403897885,0.913620039355235
"CLUHP3","CLUHP3",59.495410481636,-0.494670703319657,0.233443326622868,-2.13689981017795,0.0326061414560913,0.105710005806221
"FSHB","FSHB",0,NA,NA,NA,NA,NA
"PDHA1","PDHA1",652.056237167322,0.069533610997306,0.101678902205666,0.683559937013899,0.494253090154727,0.69954630158263
"RAI2","RAI2",1018.13676531014,1.38195546152369,0.105569857275691,13.1314512956465,2.17448743892293e-39,3.79324507669386e-37
"MCCC2","MCCC2",568.298524018241,0.440491408413904,0.117500259651064,3.74792309902786,0.000178304900288157,0.00130402978767199
"ZNF304","ZNF304",271.536105690458,-0.144881606876199,0.127174143630887,-1.13749140148212,0.255332917099476,0.469464400215966
"ZSCAN5A","ZSCAN5A",45.7724450126933,-0.0205585388172461,0.259149864868234,-0.0950697786524731,0.924259402464771,0.963127413958943
"ZNF132","ZNF132",173.162950254399,-0.129589378638739,0.165860759047063,-0.804865167567146,0.420897490816295,0.636947691395992
"USP29","USP29",0.279109042917502,0.0696272679282246,0.151907570875714,0.326236939213659,0.744245095419733,NA
"SELENOS","SELENOS",808.129151597258,0.672938985973025,0.0926631059220081,7.26213845313208,3.81017891538054e-13,1.11197826102674e-11
"CHSY1","CHSY1",749.880786740268,-0.0762775003385003,0.126254480118419,-0.617138491423827,0.537143381975384,0.733793018660739
"SNRPA1","SNRPA1",264.197284933625,-0.0531141080797325,0.135957730272243,-0.378802552025406,0.70483449212454,0.849820475070987
"LLGL1","LLGL1",1206.73669910091,-0.441999247343689,0.100011324500019,-4.42532624184854,9.62966408933259e-06,9.56795944565337e-05
"NR0B2","NR0B2",0.344943711124433,-0.0223169219111962,0.152024208468511,-0.152304395974103,0.878946857884977,NA
"LIN28A","LIN28A",0.40000646555202,-0.0221165741984707,0.15204493927753,0.00479534791270101,0.996173880600616,NA
"THAP1","THAP1",170.519700094461,0.0791629378694141,0.151455269827381,0.525095676984067,0.599516681171034,0.779864466795742
"RHPN2","RHPN2",108.850379959996,0.353050518443372,0.183776664546022,1.91177935811238,0.0559045004706845,0.159543844454033
"C19orf12","C19orf12",582.733232294749,0.304516084266126,0.120644552540171,2.52443868706906,0.0115883217653054,0.0466024452173108
"FAAP24","FAAP24",78.5452788302512,-0.0289634557378193,0.200663779407642,-0.137985137239861,0.890252163943077,0.947269769785138
"LRRC9","LRRC9",0.450308218415611,0.00615148856399897,0.175813841318128,0.0583711194080574,0.953453018909843,NA
"ACTR10","ACTR10",1268.80236800665,0.0813924704016042,0.0965564275050577,0.843866912464837,0.3987437794153,0.616364490766718
"ABHD12B","ABHD12B",6.31108732380445,-0.128149457730532,0.374283993992923,-0.36428493448105,0.715645248685297,0.855997367349852
"GCH1","GCH1",85.1470751483115,1.45192834218385,0.215691123254972,6.68959435387078,2.23790056885183e-11,5.10460796915966e-10
"LGALS3","LGALS3",4758.09804536412,-0.328806417154465,0.0846910987855041,-3.88761168816036,0.000101235409660125,0.000787266855973949
"PODNL1","PODNL1",319.347103505701,0.094039344614152,0.171219031665732,0.543816299371144,0.58656789137205,0.770792989252897
"DNAJB1","DNAJB1",1550.62792365871,-0.307636062218867,0.0934849716981046,-3.29428178420667,0.000986735263374147,0.0058484065745392
"ZSWIM4","ZSWIM4",145.146637508942,0.545433030414512,0.182215827746347,2.91896656006751,0.00351193895007862,0.0173034266026031
"FBXW9","FBXW9",66.3929420691574,-0.167855765000388,0.224514356268616,-0.762036359432973,0.446038303851808,0.659901118198641
"RFX1","RFX1",164.509108187023,-0.0664542630086638,0.164233280904211,-0.408371500126379,0.683000953697805,0.835837662644692
"ZNF20","ZNF20",2.9252536940782,-0.154807267822317,0.355545819022285,-0.440244198813128,0.659760251007542,NA
"BRME1","BRME1",11.9956956942558,-0.312707804407618,0.356637692736739,-0.921151631179375,0.356971267156107,0.576178628201881
"DCAF15","DCAF15",195.479936801343,-0.173531511589994,0.153862407293563,-1.12500545086025,0.260586724460725,0.475147500557856
"CC2D1A","CC2D1A",519.342061445602,-0.0783442467083089,0.106792880617094,-0.734487057648976,0.46265194525304,0.674065275262662
"RTBDN","RTBDN",0.122373318193845,-0.0233967412495678,0.151907570875714,-0.14127207466495,0.887655009528923,NA
"MATN3","MATN3",54.80560063177,0.5611778267639,0.233077226449081,2.42396244867869,0.0153521928504835,0.0582768329494987
"TRIM21","TRIM21",434.743962891898,-0.217659457733207,0.119766105823913,-1.81514860803798,0.0695010749644804,0.188267206959887
"SPATA6","SPATA6",264.536404726917,0.22180477773297,0.142631675405246,1.55700062681272,0.119470336593073,0.279912871953641
"LRRC41","LRRC41",1845.57174212786,-0.0246788952067865,0.0811185339143492,-0.30503199574989,0.760341783745804,0.880615962116903
"CCT6B","CCT6B",36.2793184731551,0.419213143955983,0.285261851862016,1.5571347336356,0.119438500029217,0.279880997397116
"DHX30","DHX30",1119.27456726912,0.125250392817224,0.0906515012921936,1.38150568943044,0.167123529697523,0.355629789906664
"RAF1","RAF1",2814.5822947382,0.773669943799192,0.0876576486922811,8.82222153169439,1.12210980584748e-18,5.62925085933484e-17
"SLC6A11","SLC6A11",0.0894448445282099,0.0386192648689605,0.151907570875714,0.235712962518797,0.813655410650317,NA
"PPARG","PPARG",516.747852886672,0.98983095060191,0.159203545403883,6.21270031581116,5.20817215630393e-10,1.03162130027641e-08
"NUP210","NUP210",1.43304337927938,0.25387092556157,0.289130763276351,1.02404787141256,0.305812664402684,NA
"FCRLA","FCRLA",1.35994768848303,-0.293441657753646,0.287348492732135,-1.16673892141057,0.243315819652516,NA
"HSD17B7","HSD17B7",98.5420868671062,-0.0581228250307466,0.198004015254123,-0.306820171930014,0.758980253362618,0.880258829659228
"ENOSF1","ENOSF1",353.190325102371,-0.71409384314624,0.152067842819656,-4.70047464071206,2.59557489091832e-06,2.8768714910099e-05
"EMILIN2","EMILIN2",534.404767377673,-0.317771501068883,0.105075752588438,-3.03284137443523,0.00242262909656226,0.0126754530543038
"SLX1A","SLX1A",9.5176693723492,-0.0657364484575007,0.370452109086922,-0.0930439890998432,0.925868614526059,0.963855221862846
"ARFIP2","ARFIP2",679.374543146492,-0.165303481527782,0.0972719294392779,-1.70290230727164,0.0885863521862369,0.223574495780746
"TRIM5","TRIM5",561.215430682579,-0.593242878282263,0.11906417962489,-4.9949384436473,5.88545368218447e-07,7.3096763329461e-06
"CNGA4","CNGA4",2.67086885356514,-0.171523983605424,0.348684553999156,-0.446119998395409,0.655510567739565,NA
"TRIM22","TRIM22",3042.69919404367,-0.127405922455585,0.0895501389039964,-1.42525438425322,0.154083680858068,0.336320003533656
"RRP8","RRP8",237.046833628702,-0.0308751942985387,0.13688441703905,-0.230482056658085,0.817717204912631,0.912398372773208
"TIMM10B","TIMM10B",376.326859920602,0.196836770289858,0.117874843603764,1.6736687358889,0.0941957214471017,0.234169800799102
"EFR3A","EFR3A",2905.54502172935,-0.0174163215851707,0.0848448360400885,-0.209311554090195,0.834205032684649,0.920299622103449
"HHLA1","HHLA1",0.17888968905642,0.0696272679282248,0.151907570875714,0.324072310669147,0.745883289527733,NA
"PTCD3","PTCD3",947.949378713467,0.015221387663035,0.0909382313363439,0.168192528688746,0.866431818460843,0.935278450544434
"IMMT","IMMT",1158.9667124519,0.10334395291015,0.0863264102016556,1.196308475205,0.23157620263499,0.439354543534109
"MRPL35","MRPL35",465.611058586615,0.00619717715601354,0.113411782751906,0.0597690723780548,0.952339558190412,0.976251389501237
"IQCA1","IQCA1",25.0348771101963,-1.15620981494007,0.309054568760568,-3.735188728827,0.000187574461853233,0.00136208872464947
"ILKAP","ILKAP",359.366625465909,0.0175500773163212,0.1245120441407,0.135231215808241,0.892429067132138,0.948205883827897
"PER2","PER2",92.7895562420182,-1.03479421752671,0.256368645088671,-4.18628365328723,2.83558952654004e-05,0.000252050578007621
"RAMP1","RAMP1",162.812688614542,-0.184815475848237,0.254472387174762,-1.12486510981101,0.260646198772316,0.475164742564356
"SCLY","SCLY",25.448290634144,0.233231747981124,0.310608872420353,0.7195322580925,0.471813033918815,0.681162596039474
"PTPRE","PTPRE",80.2190767583167,1.01944600600453,0.283193644345426,3.3119110035203,0.00092661018229189,0.00555857479810973
"RAN","RAN",2883.21686817063,0.179784604522478,0.0903532310204184,1.9848321373934,0.0471631506604267,0.140637437021797
"PRKAA1","PRKAA1",2387.21188807575,0.853235442310735,0.0828947402211945,10.29369210082,7.523500925654e-25,6.52504309094433e-23
"CARD6","CARD6",685.684940718218,0.327121611409024,0.111733514645889,2.92776223892547,0.00341411014083304,0.0168846664858016
"RAP1GAP2","RAP1GAP2",39.7370134951273,0.445183215558233,0.277350038798126,1.38481799258932,0.166108127800902,0.354008867120873
"CLUH","CLUH",894.158659775482,0.458708415244858,0.105166970169736,4.35404928482834,1.33645639860966e-05,0.000128465511428033
"INPP5K","INPP5K",746.452732246651,0.506413982264242,0.120365221546406,4.19960694750059,2.67378717376294e-05,0.000239750624441792
"MYBBP1A","MYBBP1A",790.234610241747,0.167147762513202,0.112951718155862,1.47174653980432,0.141089334861296,0.315815453405623
"RPA1","RPA1",1293.37304656737,-0.227646335973049,0.100276446703502,-2.26953588596058,0.0232357574990162,0.0813622521367239
"SERPINF1","SERPINF1",9652.97397578407,-0.175116954911585,0.0784368387161034,-2.23269598413501,0.0255689994692137,0.0876529055051138
"UBE2G1","UBE2G1",914.582811364743,0.00921710114184009,0.108200751049279,0.0857651652078997,0.931653098547021,0.966859757933479
"EEFSEC","EEFSEC",155.260186510688,-0.122741647833689,0.158789925489349,-0.779759191068256,0.435532631042411,0.650818788974209
"TBC1D14","TBC1D14",537.124936964939,-0.242331308104702,0.107642195513793,-2.25909205326565,0.0238776593665984,0.0830040645236983
"TMEM128","TMEM128",407.499954795632,0.341490728200766,0.119388569693972,2.86208543455911,0.00420863442994924,0.0201518238097788
"COQ3","COQ3",42.6673235458977,0.319995963685256,0.251016179446426,1.26285151056156,0.206642548806774,0.40904832581983
"PNISR","PNISR",3368.50505689024,-0.183152898834163,0.0893744729465908,-2.04725800180949,0.0406327591722052,0.125302026125456
"POPDC3","POPDC3",132.597730163972,0.367848385127661,0.198374433609124,1.90358251126533,0.0569645782806982,0.161997636381437
"SEC61G","SEC61G",480.701668587568,0.157435998632252,0.147862617916347,1.06211955381903,0.288181414205228,0.507208540410967
"LANCL2","LANCL2",308.02571125634,-0.16592182728305,0.124158853764175,-1.33597651340248,0.181556950131234,0.376581643219102
"FIGNL1","FIGNL1",164.538309054592,-0.303311570415995,0.159294545332601,-1.90116231856303,0.0572807550105887,0.162565352875549
"DDC","DDC",0.261927839652596,0.00761126180969634,0.151907570875714,0.0507460961483732,0.959527844528858,NA
"FTHL17","FTHL17",0,NA,NA,NA,NA,NA
"GRSF1","GRSF1",1689.15499677369,0.332159123594275,0.0938004337198449,3.53957708592867,0.000400768706770924,0.00266482958656001
"ENAM","ENAM",9.40561518402675,-0.173305878069854,0.365163661969118,-0.499847228231463,0.617182652845345,0.792834385257647
"JCHAIN","JCHAIN",32.1171264774729,-0.0256161807031852,0.300281653939574,-0.147442955144145,0.882782402691763,0.943375751042203
"ANKRD17","ANKRD17",2619.59126852335,0.0227663837440035,0.0757884354310113,0.299334464219059,0.764684860742526,0.883072090367751
"UTP3","UTP3",584.705881732559,0.274586308964522,0.11490352374074,2.3882880857002,0.0169270672060749,0.0630085860039903
"ITGB4","ITGB4",11.7041917215199,-0.314261637624311,0.354628883570352,-0.892038123256077,0.372372498722696,0.589794699534885
"WBP2","WBP2",1562.50034156826,0.119713809234046,0.114759714145559,1.0377888414573,0.299368372924026,0.520158901274106
"H3-3B","H3-3B",3452.50025461047,-0.183105795059895,0.0762039336487388,-2.40312142389552,0.0162557887969442,0.0608789006640377
"UNK","UNK",322.040615208383,-0.350654037474513,0.125891666434756,-2.79048782348925,0.00526286797773041,0.0243858395189072
"TRIM47","TRIM47",61.3922914183069,-0.230162138149892,0.232157727616887,-0.99993878109385,0.317340135135912,0.537387012698864
"ZRANB2","ZRANB2",1746.02428453261,0.0996485931232673,0.0934357727151482,1.06511415448752,0.286824274699424,0.505689610762704
"EIF5A","EIF5A",2394.97809111058,0.219476119834785,0.0993853188587286,2.19851917475709,0.0279121296581388,0.0938823624851201
"KDM6B","KDM6B",666.365247578029,-0.374190247029394,0.123834182281265,-3.02952410230852,0.00244939358847969,0.0127872488976252
"CLEC10A","CLEC10A",0,NA,NA,NA,NA,NA
"SLC52A1","SLC52A1",1.6448974956105,-0.199744914868913,0.312294366449103,-0.723903077332595,0.469125240596476,NA
"GUCY2D","GUCY2D",5.65620963774444,1.46655520686088,0.360515777296933,4.42677159025177,9.56539256210359e-06,9.5111558069039e-05
"GPS2","GPS2",8.26044390383222,0.071094590582601,0.373888164265344,0.209304228275951,0.834210751193374,0.920299622103449
"XAF1","XAF1",534.504633547986,-0.907704902971549,0.108038670475207,-8.39503461539797,4.65757011354544e-17,1.98606552258434e-15
"DLG4","DLG4",470.394444790081,-0.311894399223477,0.108125726935352,-2.88364081402923,0.00393106850031425,0.0190185416162383
"RIDA","RIDA",432.550226428125,-0.62979501712132,0.115352581724657,-5.45788063740981,4.8185138986801e-08,7.34548230969595e-07
"VPS13B","VPS13B",2934.03981011003,-0.222367177317238,0.0885944796406506,-2.51031280981113,0.0120624255971368,0.048196328823958
"RGS22","RGS22",61.9688715776668,-0.158314187564801,0.225697787726422,-0.694309889406387,0.487487890417267,0.694195417977316
"MATN2","MATN2",3299.00873849481,-0.288303764276397,0.114044751338444,-2.58140315265357,0.0098399596020212,0.040759098718464
"REEP2","REEP2",381.278132502853,0.212246550845572,0.13294459761886,1.59474735564838,0.110768743682279,0.265109289720402
"PCBD2","PCBD2",70.7117766169149,-0.155316503022654,0.224916680525719,-0.684379017540158,0.49373586208845,0.699330062642535
"SDF2","SDF2",749.662621165366,0.234242308699466,0.0948840361007897,2.46781669636769,0.0135939911794515,0.0529245139730559
"FLOT2","FLOT2",2004.60533692416,0.467032131410588,0.0922623829594193,5.05785570886674,4.23997048230131e-07,5.43757617993378e-06
"ERAL1","ERAL1",471.67812003276,0.174295920327067,0.109886446027837,1.58508921350763,0.11294606597219,0.268717688326203
"PRMT7","PRMT7",576.715010961399,0.218893466484428,0.119522764817495,1.81905947938719,0.0689023561631197,0.187208754920466
"NIP7","NIP7",277.419755578525,0.378361749122765,0.125697099247026,3.00550227569851,0.00265142612013956,0.0136492429142396
"TERF2","TERF2",435.146580690425,-0.109941989279741,0.108759753150561,-1.00997385162134,0.31250781795356,0.533389761330343
"VPS4A","VPS4A",901.247539933877,0.419593111259577,0.0946719097991453,4.43186345379371,9.34221753345584e-06,9.31854329799094e-05
"MTSS2","MTSS2",1016.29966367575,0.708219570934556,0.124799665462227,5.6512802564903,1.59257186363677e-08,2.60357515214995e-07
"HSPA12B","HSPA12B",65.7113914036608,-1.98739120308913,0.251888588600658,-7.73494449801522,1.03448224706731e-14,3.54471807471659e-13
"ANKEF1","ANKEF1",72.0872632075728,0.027315993388671,0.215576583805464,0.153882470200409,0.877702406216554,0.940566117824106
"SCP2D1","SCP2D1",0,NA,NA,NA,NA,NA
"PCED1A","PCED1A",625.228906049836,-0.104622786650873,0.107688562020016,-0.976001881274968,0.329063532061592,0.549130805595988
"SNAP25","SNAP25",164.215788312268,-0.448251566016669,0.260838333453831,-2.08699124001856,0.0368889264047473,0.116662939686707
"BTBD3","BTBD3",1451.42630139265,0.239337463860894,0.106319644954729,2.26552868261025,0.0234802559433914,0.0819939510889447
"PCNA","PCNA",892.411744182936,-0.643725200848283,0.0992522482370767,-6.4855352802418,8.84173062015031e-11,1.89831338111787e-09
"NXT1","NXT1",64.0821942986344,-0.30057062709196,0.224141405469844,-1.32812023551002,0.184138389521367,0.379648589936454
"POLR3F","POLR3F",154.665891406801,0.0032550805596056,0.153536492763267,0.0258944161400756,0.979341553829556,0.988875366232817
"RIN2","RIN2",1160.62131383819,0.304847975501477,0.0965698342297029,3.15017373751281,0.00163173395628261,0.00901358328999438
"PTPRA","PTPRA",2398.52827417091,0.141483164759495,0.0860947629443546,1.6417762659297,0.100636379452802,0.246076626470208
"SSTR4","SSTR4",0,NA,NA,NA,NA,NA
"DAP3","DAP3",1204.42307912465,-0.0198740543578306,0.084619282106816,-0.232759173667562,0.815948416921025,0.911352164446642
"RHBG","RHBG",0.815711448869418,0.132643293985037,0.185099871570316,0.422541144063372,0.67263007583008,NA
"KHDC4","KHDC4",686.821457604815,0.152580313811911,0.102447929563611,1.48797337658595,0.13675791492618,0.309231219919251
"ATP1A4","ATP1A4",1.92252637662658,-0.167996569055019,0.323761697273987,-0.682660881489803,0.494821153825237,NA
"NES","NES",734.673241493619,-0.768089883230913,0.10828258670193,-7.07656480300735,1.47771668827342e-12,3.95888811198697e-11
"BCAN","BCAN",2.53989102750155,-0.120998804397188,0.333361832454461,-0.845421849498816,0.397875349501449,NA
"CRP","CRP",0.440817528709016,0.0578977673249505,0.152491146293948,0.323714917175759,0.746153876211142,NA
"ARHGEF11","ARHGEF11",1292.87853975214,0.0244830031048322,0.0886530993740989,0.276387315243304,0.782250598393541,0.892754202030821
"RAB25","RAB25",0.122373318193845,-0.0233967412495678,0.151907570875714,-0.14127207466495,0.887655009528923,NA
"HAPLN2","HAPLN2",0.887487063194469,-0.0285107347412494,0.252882082077081,-0.118935772295064,0.905326240702641,NA
"APCS","APCS",0,NA,NA,NA,NA,NA
"FCRL2","FCRL2",0,NA,NA,NA,NA,NA
"DCAF8","DCAF8",1136.77946243932,0.194309841651019,0.106731814644252,1.81835921639399,0.0690092475045148,0.187353503813903
"SYT11","SYT11",2237.74222943588,0.0537577586827114,0.0849165342841844,0.630085944848327,0.528638354965527,0.726901414105679
"IGHMBP2","IGHMBP2",291.610854070891,0.585570448665034,0.133800846927656,4.36916051029981,1.24725070868814e-05,0.000120418525969004
"ACY3","ACY3",0,NA,NA,NA,NA,NA
"ALDH3B2","ALDH3B2",2.57845307894815,0.471900196175631,0.320927496575641,1.52498476203321,0.127262898406086,NA
"TESMIN","TESMIN",2.60609148033007,0.0502776783640474,0.340676656014341,0.0749839316177858,0.9402274966084,NA
"MMACHC","MMACHC",76.5601725291882,-0.39366435339419,0.214590950703174,-1.8482363235148,0.0645681628582819,0.178367080805738
"DPH2","DPH2",163.577174075279,0.334158860522776,0.16394555797698,2.03497118694988,0.0418537722356369,0.128262246411128
"TOE1","TOE1",81.0807221433782,-0.238548515387759,0.197322101869982,-1.20859878046878,0.226817025170203,0.433445556253925
"NASP","NASP",951.65802041778,-0.216977668330126,0.106293513298183,-2.0433051646282,0.0410222386659155,0.126274791610281
"MUTYH","MUTYH",114.695187953588,-0.108260593521742,0.180660738734481,-0.610069954948651,0.541815468342871,0.736778160776976
"CTNNBL1","CTNNBL1",515.930234203178,0.122067804036326,0.115387384519841,1.05604178330394,0.290949125802156,0.510338060144265
"LPIN3","LPIN3",178.492829270942,0.66645881598414,0.181020630791219,3.68067437619628,0.000232617913958199,0.00164938457144218
"ZSWIM3","ZSWIM3",107.956943913304,-0.537997496937212,0.180404459928521,-2.97438624158967,0.00293575287239062,0.0148874686235667
"RBM38","RBM38",133.358885792205,-0.133024649666766,0.169364850196015,-0.781185026357845,0.43469367916553,0.6500713754379
"VSTM2L","VSTM2L",24.6632376227752,0.0584219795135282,0.30442257957109,0.140530957906712,0.888240494308812,0.946460231177611
"OSER1","OSER1",894.59925886381,0.357963789119286,0.135589512248088,2.63942888725909,0.00830458442010974,0.0355107731011434
"SERINC3","SERINC3",6970.53579074823,0.403088182855663,0.0872720723449711,4.61477220833513,3.93526691716311e-06,4.23931806634182e-05
"PPP1R3D","PPP1R3D",143.619735125142,0.375981800531665,0.165773175957649,2.27257283787024,0.0230519340248001,0.0807922920581521
"DMGDH","DMGDH",128.414685367253,-0.363755758625372,0.171425058732028,-2.13579386903913,0.0326962190884448,0.105845562890493
"BHMT2","BHMT2",450.421602944259,-0.319073413744855,0.114926683970734,-2.79757743462995,0.00514874238781422,0.0239655380216301
"AP3B1","AP3B1",1837.32556130494,0.109864335150573,0.0887176028230631,1.2383158767438,0.215598959078886,0.419894576603874
"ZBED3","ZBED3",248.196923374426,-0.482540581092497,0.154319268673761,-3.13069347486527,0.0017439408252045,0.00953052175425925
"PATJ","PATJ",231.011982363793,0.197733119740269,0.134038610015264,1.47643217817857,0.139827909694157,0.313953231200088
"KANK4","KANK4",6.02989187890513,-1.18139539945734,0.369670085813307,-2.85262984640159,0.00433590944010506,0.0206866335207686
"ANGPTL3","ANGPTL3",0.685345543697223,0.011677400992491,0.202405024176191,0.0690104015556169,0.944981339996078,NA
"SYT4","SYT4",0,NA,NA,NA,NA,NA
"SLC14A2","SLC14A2",4.47289528507745,0.277305003819631,0.370574892515175,0.933288238030513,0.350671166389714,0.569766413552974
"FBXO44","FBXO44",404.893943066525,-0.071964435901419,0.114954378073512,-0.626630012211497,0.530901790553586,0.728968997029347
"CPLANE2","CPLANE2",64.4080382058169,0.32069377197933,0.21454641178252,1.50839388415355,0.13145374736277,0.300208287500994
"CASP9","CASP9",172.132140964677,0.081433098825739,0.151857086002794,0.529766999681982,0.596273488142093,0.777292316276263
"NMUR2","NMUR2",0,NA,NA,NA,NA,NA
"DCTN4","DCTN4",1468.62663608185,-0.0369083070357782,0.0875034045417041,-0.422156635979586,0.6729106909815,0.829240749559043
"PDE6A","PDE6A",0.539757329285914,0.0370972743904602,0.186162506438576,0.160930357482106,0.872148252112831,NA
"ATP8A2","ATP8A2",1.99598194675686,-0.321360802596798,0.318249920337407,-0.833063153219041,0.40480911304116,NA
"MTUS2","MTUS2",0.228822707282628,-0.054404744308832,0.151907570875714,-0.310328699839548,0.756311008411548,NA
"ZMYM5","ZMYM5",272.327952954696,-0.182266970009453,0.134011402907808,-1.36654545952512,0.171767822578506,0.362746986435913
"USPL1","USPL1",287.748826537193,-0.00643449311852743,0.126265358993539,-0.0525031517319963,0.958127784081466,0.979271830382305
"XPO4","XPO4",675.480820787981,0.0694048721887175,0.102219852218791,0.676749700272668,0.498564776985185,0.702797786179942
"TPTE2","TPTE2",0.787249881835319,0.0135039054782688,0.229635246545411,0.240570160812589,0.80988827926032,NA
"POMP","POMP",1019.46299172727,0.372274631206625,0.102860435540697,3.6191413955382,0.000295582108814402,0.00204759970776619
"CDK8","CDK8",280.167001753213,0.0988947671880721,0.170756989826229,0.590806928110621,0.554649792416086,0.74604297906158
"ALOX5AP","ALOX5AP",12.5879876215437,0.934774356154521,0.370324706446615,2.46031587260451,0.013881478092086,0.0537574596850686
"HMGB1P5","HMGB1P5",1263.55151875591,-0.169754554057295,0.0963816823171441,-1.76142152739595,0.0781670840717946,0.204245601291254
"WASF3","WASF3",1324.6095151948,1.080179143419,0.108775164678792,9.93334914575166,2.98072216791954e-23,2.26520128711549e-21
"RNF17","RNF17",0.258481231655488,-0.054404744308832,0.151907570875714,-0.31872880816783,0.749932167333921,NA
"GPR12","GPR12",0.0894448445282099,0.0386192648689605,0.151907570875714,0.235712962518797,0.813655410650317,NA
"CHRM3","CHRM3",0.335272096371411,-0.0848484615927506,0.151969570141488,-0.390126953134014,0.696442673075775,NA
"MYH8","MYH8",0.264081333209546,0.0696272679282247,0.151907570875714,0.328308225675138,0.742678625374159,NA
